HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
G: W rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/PS3_GAME/USRDIR/BOOT.BIN', 0x1) failed: error 0x3
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Dante's Inferno™ HDD EN/FR/ES
LDR: ! Serial: NPEB00548
G: W rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x7ec0c20000, g_priv_addr = 0x7fc0c20000
MEM: ! Memory initialized.
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805c10, mutex_id=0x1d6, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805c54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805c50, mutex_id=0x1d8, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805c94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805c90, mutex_id=0x1da, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805cd4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805cd0, mutex_id=0x1dc, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805d14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805d10, mutex_id=0x1de, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805d54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805d50, mutex_id=0x1e0, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805d94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805d90, mutex_id=0x1e2, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805dd4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805dd0, mutex_id=0x1e4, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805e14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805e10, mutex_id=0x1e6, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805e54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805e50, mutex_id=0x1e8, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805e94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805e90, mutex_id=0x1ea, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805ed4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805ed0, mutex_id=0x1ec, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805f14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805f10, mutex_id=0x1ee, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805f54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805f50, mutex_id=0x1f0, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805f94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805f90, mutex_id=0x1f2, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805fd4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805fd0, mutex_id=0x1f4, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806014, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806010, mutex_id=0x1f6, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806054, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806050, mutex_id=0x1f8, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806094, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806090, mutex_id=0x1fa, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208060d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208060d0, mutex_id=0x1fc, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806114, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806110, mutex_id=0x1fe, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806154, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806150, mutex_id=0x200, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806194, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806190, mutex_id=0x202, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208061d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208061d0, mutex_id=0x204, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806214, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806210, mutex_id=0x206, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806254, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806250, mutex_id=0x208, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806294, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806290, mutex_id=0x20a, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208062d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208062d0, mutex_id=0x20c, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806314, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806310, mutex_id=0x20e, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806354, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806350, mutex_id=0x210, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20806394, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20806390, mutex_id=0x212, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x1611ac8, attr=*0xd003ebb8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x1611ac4, mutex_id=0x214, attr=*0xd003eba0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1611a98, entry=0x11847f8, arg=0x1611a98, prio=1129, stacksize=0x2000, flags=0x0, threadname=*0x1611ad4)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1611a98, param=*0xd003eca8, arg=0x1611a98, unk=0x0, prio=1129, stacksize=0x2000, flags=0x0, threadname=*0x1611ad4)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef586c]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x216)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef530c]} cellSysutil: cellVideoOutGetResolutionAvailability(videoOut=0, resolutionId=0x2, aspect=2, option=0)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 4(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 8(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 12(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 16(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 20(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 24(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 28(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 32(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 36(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 40(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 44(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 48(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 52(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 56(0x2d10)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_TEXTURE_CONTROL2 + 60(0x2d10)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef472c]} cellGcmSys: cellGcmSetTileInfo(index=0, location=0, offset=196608, size=3932160, pitch=5120, comp=0, base=0, bank=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef45ec]} cellGcmSys: cellGcmBindTile(index=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef472c]} cellGcmSys: cellGcmSetTileInfo(index=1, location=0, offset=4128768, size=11141120, pitch=5120, comp=0, base=0, bank=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef45ec]} cellGcmSys: cellGcmBindTile(index=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef472c]} cellGcmSys: cellGcmSetTileInfo(index=2, location=0, offset=15269888, size=3932160, pitch=5120, comp=0, base=0, bank=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef45ec]} cellGcmSys: cellGcmBindTile(index=2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef466c]} cellGcmSys: cellGcmBindZcull(index=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef4fec]} cellSysutil: cellVideoOutConfigure(videoOut=0, config_addr=0xd003ee40, option_addr=0x0, waitForEvent=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef460c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
HLE: E {PPU[0x1] Thread (main_thread)[0x00ef3c6c]} cellAvconfExt error: cellVideoOutSetGamma
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x2
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x2
RSX: W {RSXThread} TODO: NV4097_SET_ZPASS_PIXEL_COUNT_ENABLE: 1
RSX: W {RSXThread} TODO: NV4097_SET_FREQUENCY_DIVIDER_OPERATION: 0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} New FBO (1280x720)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x2
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x2
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef460c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x2
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x2
RSX: W {RSXThread} TODO: NV4097_SET_ZPASS_PIXEL_COUNT_ENABLE: 1
RSX: W {RSXThread} TODO: NV4097_SET_FREQUENCY_DIVIDER_OPERATION: 0
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_CONTROL0: 0x10
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_CONTROL1: 0x400080
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZPASS_PIXEL_CNT
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2080a418, attr=*0xd003ecd0, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00ef454c]} cellGcmSys: cellGcmSetUserHandler(handler_addr=0x11771b0)
HLE: ! {VBlank thread} VBlank thread aborted
RSX: W {RSXThread} RSX thread aborted
HLE: W {PPU[0xcc] Thread ()[0x00863908]} sys_cond: sys_cond_wait(id=0xc9) aborted
RSX: ! {RSXThread} RSX thread ended
HLE: ! {PPU[0x2] Thread (Callback Thread)[0x00000000]} CallbackManager thread aborted
HLE: W {PPU[0x216] Thread (TextureWorkerThread)[0x00863908]} sys_cond: sys_cond_wait(id=0x14) aborted
HLE: W {PPU[0x116] Thread (Presentation)[0x00863908]} sys_cond: sys_cond_wait(id=0x21) aborted
HLE: W {PPU[0x36] Thread ()[0x0086416c]} sys_cond: sys_cond_wait(id=0x37) aborted
HLE: W {PPU[0x10b] Thread (Job Manager - PPU Proxy)[0x0086c120]} sys_event: sys_event_queue_receive(equeue_id=0x10a) aborted
HLE: W {PPU[0xe8] Thread (ears_job_ps3SpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0xdf) aborted
HLE: W {PPU[0xe8] Thread (ears_job_ps3SpursHdlr0)[0x00000000]} cellSpurs: SPURS Handler Thread 0 aborted
HLE: W {PPU[0x3d] Thread ()[0x0086416c]} sys_cond: sys_cond_wait(id=0x3e) aborted
HLE: W {PPU[0x44] Thread ()[0x0086416c]} sys_cond: sys_cond_wait(id=0x45) aborted
HLE: ! All threads stopped...
MEM: ! Closing memory...
